1	33700.83021181761
2	22596.416585297637
3	22596.416585297637
4	21054.372521689307
5	19665.32937328536
6	19665.32937328536
7	19665.329373285356
8	19665.329373285356
9	19665.329373285356
10	19662.646763377263
11	19662.646763377263
12	19662.646763377263
13	19662.646763377263
14	19662.646763377263
15	19662.646763377263
16	19662.646763377263
17	19662.646763377263
18	19662.646763377263
19	19662.646763377263
20	19662.646763377263
21	19662.646763377263
22	19662.646763377263
23	19662.646763377263
24	19662.646763377263
25	19662.646763377263
26	19662.646763377263
27	19662.646763377263
28	19662.646763377263
29	19662.646763377263
30	19662.646763377263
31	19662.646763377263
32	19662.646763377263
33	19662.646763377263
34	19662.646763377263
35	19662.646763377263
36	19662.646763377263
37	19662.646763377263
38	19662.646763377263
39	19662.646763377263
40	19662.646763377263
41	19662.646763377263
42	19662.646763377263
43	19662.646763377263
44	19662.646763377263
45	19662.646763377263
46	19662.646763377263
47	19662.646763377263
48	19662.646763377263
49	19662.646763377263
50	19662.646763377263
