1	108854.5335000587
2	45797.88520161052
3	41749.497840569646
4	41322.61268628095
5	41322.61268628095
6	41190.10863691196
7	41023.28387036959
8	41023.28387036959
9	41023.28387036959
10	41023.28387036959
11	41023.28387036959
12	41023.28387036959
13	41023.28387036959
14	41023.28387036959
15	41023.28387036959
16	41023.28387036959
17	41023.28387036959
18	41023.28387036959
19	41023.28387036959
20	41023.28387036959
21	41023.28387036959
22	41023.28387036959
23	41023.28387036959
24	41023.28387036959
25	41023.28387036959
