1	249248.30925869595
2	128917.171750932
3	110979.94113604768
4	110979.94113604768
5	110979.94113604768
6	108186.31839613247
7	108186.31839613247
8	108158.86518286605
9	108158.86518286605
10	108158.86518286605
11	108158.86518286605
12	108141.14657066893
13	108141.14657066893
14	108141.14657066893
15	108141.14657066893
16	108141.14657066893
17	108141.14657066893
18	108141.14657066893
19	108141.14657066893
20	108141.14657066893
21	108141.14657066893
22	108141.14657066893
23	108141.14657066893
24	108141.14657066893
