1	138107.8147250677
2	45644.7327887155
3	40558.52938005948
4	40481.141500993646
5	40303.15853058504
6	36840.04183846096
7	36840.04183846096
8	36840.04183846096
9	36840.04183846096
10	36840.04183846096
11	36835.90660463219
12	36835.90660463219
13	36835.90660463219
14	36835.90660463219
15	36835.90660463219
16	36835.90660463219
17	36835.90660463219
18	36835.90660463219
19	36835.90660463219
20	36835.90660463219
21	36835.90660463219
22	36835.90660463219
23	36835.90660463219
24	36835.90660463219
25	36835.90660463219
