1	370783.43515259906
2	252203.2672987167
3	250955.36182895518
4	250955.36182895518
5	250955.36182895518
6	248633.07530445725
7	248633.07530445725
8	248633.07530445725
9	248633.07530445725
10	248633.07530445725
11	248633.07530445725
12	248633.07530445725
13	248633.07530445725
14	248633.07530445725
15	248633.07530445725
16	248633.07530445725
17	248633.07530445725
18	248633.07530445725
19	248633.07530445725
20	248633.07530445725
21	248633.07530445725
22	248633.07530445725
23	248633.07530445725
24	248633.07530445725
25	248633.07530445725
